rd_present,rd_distance_mm,rd_velocity_cm_s,rd_angle_deg,rd_x_mm,rd_y_mm,c4001_present,c4001_distance_m,c4001_velocity_m_s,c4001_energy,c4001_raw_targets,c4001_raw_distance_m,c4001_raw_velocity_m_s,c4001_raw_energy
1,2048.3,0,1.97,67,2234,1,2.15,-0.08,18499,1,1.92,-0.09,15238
1,1844.83,0,2.06,57,2047,1,2.09,-0.08,17527,1,2.04,-0.09,15463
1,1897.69,8,1.8,59,1975,1,1.72,-0.08,14980,1,1.97,-0.1,18701
1,1661.55,8,1.86,66,2035,1,1.97,-0.09,16281,1,1.97,-0.09,18704
1,1862.3,0,1.7,51,1682,1,1.77,-0.08,16803,1,2.1,-0.09,18766
1,2053.21,0,1.68,56,1912,1,2.0,-0.08,17651,1,1.91,-0.08,18137
1,2145.32,0,1.56,54,1930,1,2.11,-0.09,15955,1,2.12,-0.08,18907
1,2206.69,0,1.81,59,1813,1,1.73,-0.09,14124,1,1.73,-0.09,17608
1,1733.41,0,1.72,46,2016,1,1.91,-0.08,14731,1,1.93,-0.09,18041
1,2408.8,0,1.58,46,2256,1,2.27,-0.12,4628,1,2.62,-0.13,4168
1,1953.84,0,1.37,47,2465,1,2.6,-0.12,4856,1,2.68,-0.13,4082
1,2404.87,-45,1.36,57,1939,1,2.52,-0.12,4177,1,2.51,-0.13,4071
1,2545.61,-70,1.51,58,2223,1,2.66,-0.14,4038,1,2.39,-0.14,4563
1,2531.46,-73,1.35,62,2341,1,2.11,-0.13,4337,1,2.3,-0.12,5094
1,2133.91,-82,1.08,44,2324,1,2.4,-0.13,4442,1,2.02,-0.14,3994
1,2292.2,-89,1.22,55,2454,1,2.27,-0.12,5228,1,2.19,-0.12,4802
1,2318.85,-71,1.13,44,2149,1,2.47,-0.11,4066,1,2.2,-0.13,4468
1,2579.08,-78,1.25,44,2283,1,2.04,-0.13,5323,1,2.15,-0.12,4814
1,2364.51,-38,0.89,41,2515,1,2.18,-0.12,4751,1,2.43,-0.13,4866
1,2111.37,-53,1.09,37,2341,1,2.38,-0.13,5282,1,2.26,-0.12,4570
1,2201.28,-49,1.04,40,2365,1,2.21,-0.11,4682,1,2.33,-0.11,5240
1,2170.39,-40,1.16,46,2064,1,2.16,-0.14,4262,1,2.35,-0.1,4476
1,2496.18,-40,1.25,48,2308,1,2.24,-0.11,4772,1,2.36,-0.13,5070
1,2427.87,-25,1.33,49,2566,1,2.2,-0.11,4996,1,2.43,-0.11,4162
1,2195.31,-20,2.25,95,2267,1,1.87,-0.21,59610,1,2.31,-0.21,53466
1,2295.35,-20,2.32,83,1837,1,1.81,-0.2,55428,1,2.13,-0.22,57821
1,1886.59,-15,2.07,78,1876,1,1.91,-0.24,48346,1,2.16,-0.2,56104
1,2343.51,-17,2.28,77,2099,1,2.08,-0.22,54523,1,1.87,-0.21,56304
1,1832.8,-7,2.08,88,2027,1,2.05,-0.15,11007,1,2.18,-0.14,11831
1,2291.01,-7,2.01,71,2187,1,1.78,-0.13,10736,1,1.87,-0.16,12810
1,2186.97,-8,2.15,76,1877,1,2.03,-0.1,26305,1,2.02,-0.11,28316
1,1968.85,0,2.64,76,1872,1,2.2,-0.11,27929,1,2.08,-0.1,25128
1,2185.27,0,2.28,84,1808,1,2.07,-0.08,23220,1,2.27,-0.08,23177
1,2367.7,-6,2.6,92,2328,1,2.29,-0.09,18603,1,2.18,-0.09,21358
1,2271.86,-8,2.21,96,2219,1,1.81,-0.08,22104,1,2.14,-0.07,24522
1,1834.5,0,2.74,105,2162,1,1.83,-0.09,19966,1,2.19,-0.08,24752
1,1848.16,0,2.56,99,2343,1,2.01,-0.09,21882,1,2.24,-0.07,21078
1,2294.28,8,2.49,92,2139,1,1.97,-0.09,21390,1,1.91,-0.08,24023
1,1992.55,9,2.46,90,1917,1,1.79,-0.08,19878,1,2.02,-0.08,19496
1,1811.32,0,2.63,90,2045,1,1.99,-0.07,24109,1,1.82,-0.07,21781
1,2644.68,-41,2.64,93,1978,1,2.14,-0.11,4652,1,2.26,-0.1,4331
1,2639.01,-42,2.7,94,2516,1,2.17,-0.11,4946,1,1.92,-0.13,4323
1,2467.27,-29,2.58,80,2570,1,2.1,-0.15,37795,1,2.15,-0.18,42249
1,2516.58,-36,2.16,96,2267,1,2.04,-0.19,33900,1,2.41,-0.17,42212
1,2046.96,-53,2.0,84,2528,1,2.01,-0.25,6960,1,2.58,-0.23,7520
1,2532.28,-50,2.18,86,2225,1,2.56,-0.23,8318,1,2.03,-0.2,7477
1,2085.99,-51,1.98,81,2370,1,1.92,-0.22,8897,1,2.25,-0.2,8778
1,2629.68,-48,2.02,77,2232,1,2.04,-0.22,7645,1,1.94,-0.24,8517
1,2373.73,-50,1.71,66,2146,1,1.95,-0.22,8281,1,1.94,-0.23,7678
1,2350.52,-20,1.71,70,2124,1,2.46,-0.25,6916,1,2.23,-0.25,8603
1,2515.43,-21,1.67,61,2283,1,2.49,-0.21,8496,1,2.34,-0.23,7373
1,2449.04,-67,1.47,64,2515,1,1.98,-0.21,7464,1,1.93,-0.22,7760
1,2286.07,-59,1.29,53,2324,1,2.5,-0.22,7379,1,2.26,-0.23,6999
1,2589.47,-49,1.59,76,2482,1,2.03,-0.26,8757,1,2.54,-0.2,9093
1,2085.46,-56,1.71,76,2532,1,2.39,-0.26,7210,1,2.35,-0.25,7513
1,2431.61,-62,2.2,79,2112,1,2.41,-0.22,7247,1,2.52,-0.23,8254
1,2456.15,-47,2.56,97,2219,1,2.02,-0.2,8496,1,2.12,-0.2,7629
1,2251.33,-51,2.6,99,2011,1,2.07,-0.24,7992,1,2.24,-0.26,7512
1,2264.83,-28,2.83,104,2336,1,2.1,-0.25,8503,1,2.23,-0.21,8708
1,2492.74,-66,-17.16,-698,2369,1,3.0,-0.64,8438,1,3.1,-0.59,7504
1,2488.77,-76,-15.53,-581,2333,1,3.14,-0.54,7525,1,3.28,-0.52,6587
1,2238.75,-63,-17.06,-567,2361,1,3.3,-0.51,6743,1,2.99,-0.59,7353
1,2201.2,-41,-16.0,-580,2116,1,3.23,-0.54,7244,1,2.49,-0.65,7008
1,2120.3,-55,-17.54,-624,2468,1,2.7,-0.66,7984,1,2.88,-0.5,7892
1,1997.22,-32,-15.86,-734,2450,1,2.83,-0.65,8493,1,3.2,-0.58,6761
1,2316.86,-35,-15.41,-695,2570,1,2.74,-0.62,8019,1,2.98,-0.52,8382
1,2342.92,-21,-17.78,-699,2523,1,2.71,-0.62,7641,1,2.9,-0.55,8402
1,2220.66,-14,-18.86,-671,1928,1,2.89,-0.64,7041,1,2.64,-0.6,6548
1,2620.85,-16,-16.04,-701,2444,1,2.99,-0.51,6751,1,2.95,-0.59,6913
1,2609.66,-7,-16.37,-753,2040,1,2.64,-0.55,8543,1,3.12,-0.63,6849
1,2606.98,-8,-15.66,-604,1851,1,2.59,-0.61,7495,1,2.88,-0.64,6875
1,2517.02,8,-18.68,-562,2386,1,2.84,-0.56,8624,1,3.15,-0.5,7033
1,2052.07,-9,-18.51,-708,2265,1,2.13,-0.13,7179,1,2.31,-0.11,6152
1,1968.51,-8,-15.86,-569,2152,1,2.52,-0.13,7222,1,2.52,-0.13,6856
1,1891.14,0,-17.8,-586,1847,1,2.27,-0.13,7948,1,2.48,-0.12,6658
1,2459.43,0,-16.89,-708,2405,1,2.55,-0.12,7375,1,2.26,-0.12,6131
1,1941.08,0,-17.05,-559,1975,1,2.29,-0.09,4706,1,2.11,-0.08,4291
1,1948.51,0,-18.51,-582,2061,1,2.39,-0.07,4681,1,2.44,-0.09,3610
1,2323.61,0,-15.18,-571,2405,1,2.28,-0.08,4384,1,2.2,-0.07,3847
1,1995.99,0,-14.98,-579,1870,1,2.44,-0.08,3592,1,2.33,-0.09,3913
1,2271.68,7,-15.87,-735,2329,1,2.52,-0.06,8194,1,2.05,-0.07,9358
1,2518.94,0,-16.4,-548,2001,1,2.54,-0.07,8988,1,2.16,-0.06,7944
1,2007.92,0,-18.56,-573,2143,1,2.44,-0.06,7523,1,2.09,-0.06,9192
1,1885.38,0,-16.95,-722,1936,1,2.45,-0.06,8477,1,2.34,-0.05,8481
1,2037.13,0,-14.58,-578,2391,1,2.33,-0.06,8375,1,2.15,-0.06,7884
1,2038.62,0,-17.27,-700,2038,1,2.39,-0.05,7773,1,2.38,-0.06,8032
1,2485.97,0,-16.99,-716,1984,1,2.45,-0.06,9223,1,2.01,-0.06,7973
1,2027.94,0,-18.39,-717,1830,1,1.98,-0.07,7112,1,1.93,-0.06,7418
1,2145.09,-13,-15.06,-628,1954,1,2.39,-0.09,4911,1,3.06,-0.11,5223
1,2465.39,-14,-16.02,-582,2345,1,2.91,-0.11,4991,1,2.57,-0.1,6360
1,2349.92,-24,-15.38,-547,2192,1,2.97,-0.12,4392,1,3.04,-0.12,4456
1,2450.62,-22,-15.99,-653,2304,1,3.04,-0.12,4996,1,2.42,-0.14,5011
1,2468.08,-23,-13.47,-693,2360,1,2.7,-0.13,4277,1,2.79,-0.15,4534
1,2495.2,-20,-15.85,-639,1931,1,2.65,-0.15,3499,1,2.41,-0.15,4069
1,2160.19,-28,-13.28,-579,2023,1,2.37,-0.07,164,1,2.56,-0.06,165
1,2299.4,-54,-15.35,-559,2233,1,3.08,-0.08,155,1,2.64,-0.07,137
1,2056.0,-52,-16.41,-599,2532,1,3.0,-0.08,156,1,3.01,-0.07,171
1,2372.31,-61,-13.48,-675,2026,1,2.55,-0.07,159,1,2.51,-0.07,146
1,2304.72,-52,-13.59,-566,2308,1,2.94,-0.07,156,1,2.77,-0.07,164
1,2529.11,-15,-14.86,-710,1932,1,2.55,-0.21,9711,1,2.41,-0.16,9426
1,1931.09,-17,-15.45,-558,1852,1,2.07,-0.2,8431,1,2.55,-0.19,9965
1,2549.22,-7,-18.9,-600,1849,1,2.08,-0.18,7954,1,1.99,-0.18,7894
1,2132.77,-7,-14.4,-678,2323,1,1.99,-0.17,8219,1,2.03,-0.19,9534
1,1923.66,-8,-17.84,-693,2002,1,2.41,-0.15,10851,1,2.36,-0.15,11535
1,2246.92,-8,-17.03,-580,2389,1,2.32,-0.12,11951,1,2.16,-0.12,11052
1,2202.79,-7,-14.94,-652,2037,1,2.05,-0.09,3328,1,2.1,-0.09,3440
1,2365.28,0,-17.12,-652,2104,1,2.25,-0.11,3258,1,2.22,-0.09,3436
1,2023.95,0,-16.41,-557,1859,1,2.24,-0.09,8919,1,2.01,-0.08,9008
1,2063.73,-7,-15.32,-708,2255,1,2.13,-0.07,8802,1,2.32,-0.08,7701
1,1963.97,-9,-15.45,-634,2355,1,1.98,-0.05,1344,1,2.36,-0.07,1284
1,1962.79,0,-15.93,-547,2172,1,2.02,-0.05,1100,1,2.18,-0.07,1347
1,2251.97,0,-17.6,-634,1893,1,2.03,-0.04,882,1,2.4,-0.04,1099
1,2192.84,0,-18.06,-699,2259,1,1.93,-0.05,986,1,1.9,-0.03,968
1,2363.56,0,-19.55,-615,2275,1,2.0,-0.03,3378,1,2.21,-0.03,3400
1,2236.55,0,-14.77,-647,1911,1,1.99,-0.03,3299,1,2.17,-0.03,3164
1,2012.94,0,-17.27,-656,1991,1,2.21,-0.02,2243,1,2.07,-0.02,2823
1,2162.25,0,-17.34,-733,2382,1,2.42,-0.02,2825,1,2.3,-0.02,2422
1,2424.18,0,-19.06,-696,1863,1,1.9,-0.01,5208,1,2.35,-0.01,5235
1,2255.58,0,-19.26,-693,2253,1,2.36,-0.01,5840,1,2.01,-0.01,5516
1,2577.46,-32,-13.35,-657,2479,1,2.32,-0.04,14955,1,2.52,-0.04,12877
1,2516.88,-27,-15.4,-686,1996,1,2.69,-0.04,14558,1,2.84,-0.04,13231
1,2649.51,-7,-14.81,-713,2588,1,2.72,-0.04,14815,1,2.54,-0.04,14327
1,2686.16,-7,-13.18,-547,2518,1,2.87,-0.04,12660,1,2.83,-0.04,13560
1,2561.52,-56,-16.38,-555,2529,1,2.82,-0.04,13881,1,2.63,-0.04,13797
1,2566.41,-63,-17.06,-609,2378,1,2.52,-0.04,13777,1,2.28,-0.04,13626
1,2311.24,-74,-16.77,-643,2495,1,2.29,-0.04,14758,1,2.51,-0.04,11550
1,2137.49,-85,-15.26,-646,2019,1,2.53,-0.03,14467,1,2.98,-0.05,14990
1,2532.29,-79,-15.49,-617,2136,1,2.76,-0.04,14913,1,2.63,-0.04,13718
1,2519.44,-55,-15.6,-574,2382,1,2.62,-0.03,11365,1,2.99,-0.04,11288
1,2352.82,-72,-16.79,-632,2052,1,2.79,-0.04,13125,1,2.86,-0.03,13592
1,2512.01,-48,-17.4,-657,1925,1,2.95,-0.04,14693,1,2.69,-0.04,11231
1,2144.12,-41,-14.64,-563,2492,1,3.03,-0.04,11364,1,2.98,-0.04,12562
1,2547.09,-29,-15.66,-532,2242,1,2.28,-0.04,11410,1,2.38,-0.05,14555
1,2594.99,-22,-14.32,-647,2019,1,2.23,-0.19,8988,1,1.95,-0.18,11036
1,2195.59,-26,-15.57,-697,1984,1,2.37,-0.18,8888,1,2.29,-0.17,8243
1,2516.01,-8,-16.94,-708,2163,1,2.2,-0.18,8172,1,2.15,-0.19,10970
1,2561.22,-6,-17.39,-621,2229,1,2.1,-0.18,10601,1,2.19,-0.17,8815
1,2146.8,0,-14.98,-571,2067,1,2.08,-0.21,10412,1,2.28,-0.2,9818
1,2335.46,0,-17.76,-598,2438,1,2.06,-0.18,8217,1,2.01,-0.2,9526
1,1964.95,0,-15.43,-712,2141,1,1.93,-0.21,10248,1,2.48,-0.19,10372
1,2160.16,0,-16.82,-629,2305,1,2.03,-0.17,8996,1,2.27,-0.2,8416
1,2594.42,7,-15.19,-642,2361,1,2.42,-0.18,8967,1,2.07,-0.17,8525
1,2453.28,7,-17.5,-650,2022,1,1.91,-0.19,8520,1,2.39,-0.19,8260
1,2390.5,8,-15.83,-705,2441,1,2.14,-0.21,9742,1,2.1,-0.16,10550
1,2201.05,-7,-17.52,-633,2464,1,1.98,-0.22,8197,1,2.13,-0.21,8525
1,2467.48,-8,-17.14,-544,2196,1,2.34,-0.17,10997,1,1.9,-0.17,10147
1,2103.56,-9,-14.14,-635,2049,1,1.9,-0.18,11033,1,2.0,-0.2,11004
1,2424.46,-7,-16.14,-676,2440,1,2.09,-0.18,10180,1,2.05,-0.19,9622
1,2367.95,0,-18.83,-585,2147,1,2.65,-0.02,1176,1,2.16,-0.02,1308
1,2324.36,-9,-18.62,-650,2071,1,2.17,-0.02,1192,1,2.43,-0.02,1262
1,1983.5,-8,-18.16,-564,2282,1,2.45,-0.03,4202,1,2.63,-0.03,4167
1,2059.82,-7,-14.42,-559,2176,1,2.61,-0.03,4205,1,2.68,-0.03,3804
1,1915.73,-7,-16.97,-568,1847,1,2.52,-0.03,4023,1,2.33,-0.03,4385
1,2156.63,0,-15.45,-692,2159,1,2.35,-0.03,4446,1,2.6,-0.03,4309
1,2282.88,0,-16.66,-630,2024,1,2.63,-0.03,4483,1,2.04,-0.03,3503
1,2045.85,0,-18.26,-664,2051,1,2.63,-0.03,4174,1,2.14,-0.03,3941
1,2384.77,0,-18.63,-670,2264,1,2.34,-0.03,4134,1,2.21,-0.03,3710
1,2015.87,0,-15.93,-607,2159,1,2.13,-0.03,4495,1,2.1,-0.03,3627
1,2152.43,0,-19.45,-658,1792,1,2.26,-0.03,4228,1,2.09,-0.03,3889
1,2292.83,0,-15.97,-694,2148,1,2.13,-0.03,4480,1,2.02,-0.03,3816
1,1936.16,-8,-16.99,-759,2020,1,2.15,-0.14,6678,1,2.6,-0.17,7639
1,2034.24,-9,-16.73,-699,2203,1,2.86,-0.13,8444,1,2.77,-0.16,6620
1,2610.08,-24,-15.48,-663,2280,1,2.63,-0.16,8143,1,2.19,-0.17,7619
1,2501.01,-20,-17.37,-589,2423,1,2.22,-0.14,6693,1,2.52,-0.13,8515
1,2119.21,-43,-18.17,-722,2060,1,2.81,-0.17,7720,1,2.34,-0.13,7072
1,2367.43,-39,-14.58,-573,1970,1,2.53,-0.17,6320,1,2.44,-0.17,7380
1,2176.27,-36,-17.71,-698,2087,1,2.32,-0.17,6620,1,2.22,-0.15,8334
1,2412.12,-35,-15.82,-649,2300,1,2.62,-0.15,7376,1,2.73,-0.13,7208
1,2509.92,-27,-16.39,-610,2026,1,3.38,-0.46,510,1,3.37,-0.52,611
1,2048.47,-60,-16.59,-565,1859,1,3.92,-0.51,674,1,3.49,-0.52,661
1,2326.97,-60,-16.18,-677,2185,1,3.62,-0.45,655,1,3.56,-0.43,636
1,2489.42,-58,-19.18,-570,2157,1,3.85,-0.52,580,1,3.26,-0.39,674
1,2316.91,-55,-18.82,-584,2364,1,3.95,-0.39,625,1,3.68,-0.42,547
1,2430.74,0,-15.62,-606,2399,1,2.4,-0.07,6440,1,2.41,-0.05,6864
1,2513.59,-28,-16.31,-726,2168,1,2.68,-0.07,6438,1,2.75,-0.06,7966
1,2274.94,-29,-18.61,-710,2203,1,2.61,-0.11,13423,1,2.5,-0.1,13525
1,2441.12,-36,-16.77,-598,1909,1,2.13,-0.09,15874,1,2.58,-0.09,14124
1,2153.59,-58,-14.39,-628,1947,1,2.66,-0.09,13291,1,2.27,-0.1,13791
1,2052.35,-48,-18.09,-719,1995,1,2.77,-0.11,14476,1,2.29,-0.09,16386
1,2144.17,-82,-17.88,-593,2395,1,2.36,-0.11,13680,1,2.49,-0.1,16364
1,2228.19,-73,-15.33,-706,2204,1,2.26,-0.11,13607,1,2.42,-0.1,12732
1,2498.6,-25,-17.52,-711,2454,1,2.73,-0.09,15949,1,2.32,-0.1,15477
1,2663.55,-24,-14.42,-656,2180,1,2.12,-0.09,13299,1,2.4,-0.11,16016
1,1993.94,-72,-18.49,-634,2350,1,2.18,-0.09,15291,1,2.8,-0.1,16744
1,2456.53,-66,-17.44,-744,2261,1,2.52,-0.11,16111,1,2.68,-0.09,12963
1,2553.7,-51,-18.46,-614,2086,1,2.62,-0.1,15976,1,2.23,-0.1,12793
1,2088.16,-46,-16.15,-598,2037,1,2.37,-0.09,13921,1,2.28,-0.1,15324
1,2074.14,-41,-15.81,-657,2116,1,2.41,-0.11,14126,1,2.17,-0.09,15780
1,2411.49,-45,-18.32,-645,1933,1,2.68,-0.1,14716,1,2.28,-0.11,13955
1,2275.61,-42,-16.34,-700,2012,1,2.12,-0.1,13716,1,2.39,-0.09,16125
1,866.31,0,-7.36,-127,1072,1,0.9,-0.04,27265,1,1.01,-0.04,26485
1,1128.86,7,-3.11,-60,1002,1,1.0,-0.05,30313,1,0.89,-0.05,25847
1,980.59,7,-0.74,-15,940,1,1.01,-0.1,37190,1,1.13,-0.1,33614
1,1007.87,8,-0.92,-12,880,1,0.87,-0.08,34053,1,1.14,-0.08,36436
1,932.37,8,1.14,19,895,1,0.98,-0.09,37447,1,0.87,-0.09,34537
1,898.7,6,1.05,21,995,1,1.15,-0.09,34023,1,0.99,-0.09,35094
1,910.19,15,2.8,47,816,1,1.13,-0.09,33140,1,0.98,-0.08,35382
1,864.37,14,2.76,41,908,1,0.97,-0.09,32440,1,0.97,-0.08,39996
1,824.98,-7,3.41,55,816,1,0.93,-0.09,40049,1,0.95,-0.09,39938
1,1068.21,-7,3.14,51,873,1,1.16,-0.08,35068,1,1.01,-0.09,35494
1,795.06,0,3.88,69,863,1,0.85,-0.02,38622,1,0.81,-0.02,48070
1,999.21,0,4.47,67,913,1,0.91,-0.02,49105,1,0.78,-0.02,44483
1,880.89,9,4.85,77,913,1,0.88,-0.01,8250,1,1.06,-0.01,6499
1,807.35,7,4.53,69,977,1,0.91,-0.01,6489,1,1.07,-0.01,7136
1,1111.81,-6,-4.61,-82,967,1,1.21,-0.17,43412,1,1.07,-0.19,48661
1,950.58,-7,-4.86,-82,991,1,0.95,-0.19,42765,1,1.23,-0.18,36806
1,928.61,0,-4.4,-81,955,1,1.15,-0.19,39654,1,0.96,-0.24,49315
1,1095.22,0,-5.01,-81,914,1,1.07,-0.19,42344,1,0.95,-0.19,37747
1,921.71,7,-3.61,-55,870,1,1.14,-0.19,40357,1,1.17,-0.19,38263
1,1012.18,7,-3.5,-69,831,1,0.98,-0.2,46593,1,1.14,-0.22,40376
1,997.83,17,-3.32,-55,868,1,0.95,-0.14,5167,1,0.97,-0.13,5870
1,848.65,15,-2.6,-45,853,1,0.96,-0.14,4904,1,1.06,-0.11,6244
1,1068.21,15,-2.51,-41,890,1,1.06,-0.02,20234,1,1.09,-0.02,20528
1,922.44,-9,-1.99,-36,1078,1,1.03,-0.02,20710,1,1.08,-0.02,22967
1,898.44,-22,-7.6,-132,853,1,0.93,-0.07,8480,1,1.06,-0.07,8944
1,941.82,0,-8.18,-126,864,1,1.2,-0.06,7939,1,1.08,-0.07,8474
1,876.92,0,-8.17,-138,904,1,1.11,-0.07,8656,1,0.95,-0.08,7973
1,950.19,0,-7.97,-110,982,1,1.21,-0.07,8588,1,1.23,-0.07,8284
1,871.19,0,-8.22,-111,971,1,1.11,-0.08,7209,1,1.13,-0.08,8404
1,1081.57,-7,-8.48,-118,867,1,1.04,-0.07,8935,1,0.96,-0.07,8888
1,995.73,-8,-8.48,-113,1038,1,1.01,-0.06,8772,1,0.99,-0.07,7272
1,874.36,-8,-7.19,-147,1029,1,1.1,-0.08,9085,1,1.11,-0.08,8625
1,863.15,0,-7.03,-113,1088,1,1.13,-0.07,8680,1,1.12,-0.06,8468
1,1055.74,0,-8.33,-125,912,1,1.06,-0.08,7833,1,0.99,-0.07,9157
1,1077.68,9,-6.53,-108,1003,1,1.17,-0.07,7191,1,0.92,-0.07,8316
1,1048.17,8,-6.03,-124,895,1,1.18,-0.06,8543,1,1.16,-0.06,8136
1,810.32,0,11.67,142,1007,1,0.94,-0.01,22382,1,0.83,-0.01,22980
1,913.93,0,10.69,146,889,1,0.91,-0.01,18813,1,0.86,-0.01,21520
1,1042.45,0,11.93,179,833,1,0.97,-0.01,24341,1,1.01,-0.01,19878
1,864.43,0,9.29,178,943,1,1.03,-0.01,19888,1,0.88,-0.01,20966
1,905.32,0,12.1,190,1006,1,0.97,-0.03,10047,1,0.88,-0.03,12223
1,1041.75,-7,11.39,165,923,1,0.98,-0.03,11433,1,0.96,-0.03,12022
1,982.95,-7,11.55,183,870,1,0.9,-0.02,15559,1,0.85,-0.02,14963
1,808.98,-8,11.49,176,1012,1,0.88,-0.02,17624,1,0.87,-0.02,14966
1,893.28,-8,11.21,187,1003,1,0.87,-0.02,15412,1,0.86,-0.02,16877
1,881.2,8,10.49,149,1008,1,0.83,-0.02,16925,1,0.83,-0.02,19438
1,1019.4,-59,-9.66,-160,996,1,0.91,-0.12,46871,1,1.0,-0.13,47520
1,992.52,-56,-8.43,-159,1018,1,1.15,-0.12,51331,1,0.94,-0.12,50633
1,1062.94,-9,-7.76,-162,1049,1,1.15,-0.14,43999,1,1.14,-0.13,44395
1,973.96,-7,-9.09,-145,1080,1,1.16,-0.13,46748,1,1.09,-0.14,41582
1,894.75,-8,-8.16,-128,855,1,0.96,-0.11,51732,1,0.93,-0.11,40465
1,1113.45,-7,-8.0,-128,1105,1,0.94,-0.1,45856,1,0.99,-0.13,40059
1,975.71,0,-8.26,-139,1049,1,0.97,-0.11,48162,1,0.95,-0.13,43182
1,1042.92,6,-7.56,-147,850,1,0.99,-0.14,50952,1,1.09,-0.12,39892
1,978.54,8,-6.64,-148,968,1,0.95,-0.11,46337,1,1.02,-0.11,44672
1,907.78,8,-7.37,-121,863,1,1.19,-0.11,41260,1,1.12,-0.13,49865
1,1072.41,7,-7.11,-125,835,1,1.11,-0.12,47372,1,0.94,-0.11,40083
1,1046.24,16,-6.81,-124,1021,1,1.04,-0.11,50966,1,0.96,-0.12,51128
1,1065.34,18,-5.59,-105,1014,1,1.03,-0.11,41446,1,0.91,-0.12,39429
1,883.76,7,-4.32,-65,1046,1,0.99,-0.11,49149,1,0.92,-0.11,43612
1,892.0,8,-4.48,-84,1042,1,1.07,-0.13,42594,1,0.97,-0.12,39502
1,850.82,-8,0.73,14,898,1,2.76,-0.22,1296,1,2.52,-0.22,1347
1,1097.11,-8,0.78,12,873,1,2.86,-0.24,1014,1,2.42,-0.2,1114
1,869.07,-7,6.41,108,980,1,2.97,-0.2,1208,1,2.54,-0.2,1321
1,948.87,-8,6.52,106,933,1,2.92,-0.24,1153,1,3.01,-0.2,1194
1,1006.95,7,10.29,192,975,1,2.09,-0.16,36940,1,1.76,-0.21,36380
1,971.75,0,12.08,201,1064,1,2.22,-0.21,39823,1,1.74,-0.19,36513
1,991.55,0,11.59,185,987,1,1.56,-0.17,32807,1,1.95,-0.23,31514
1,968.8,0,13.14,207,1043,1,2.03,-0.22,36551,1,1.76,-0.23,31793
1,1099.86,0,13.16,170,905,1,1.84,-0.18,21544,1,1.4,-0.19,22336
1,828.34,7,10.31,176,829,1,1.42,-0.2,22393,1,1.87,-0.2,19440
1,900.3,0,13.21,167,930,1,1.71,-0.2,3900,1,1.42,-0.17,3713
1,945.37,0,9.95,205,1071,1,1.54,-0.19,3451,1,1.44,-0.2,3187
1,1018.54,-6,12.46,217,908,1,1.27,-0.2,32110,1,1.6,-0.16,30365
1,882.36,-8,12.48,168,1046,1,1.3,-0.18,32846,1,1.32,-0.16,28178
1,966.82,0,10.78,211,986,1,1.31,-0.16,33547,1,1.38,-0.14,36749
1,893.42,0,12.79,187,811,1,1.46,-0.16,29615,1,1.48,-0.16,36254
1,885.59,8,11.81,200,930,1,1.34,-0.13,45405,1,1.44,-0.13,44532
1,1020.24,8,12.07,212,964,1,1.41,-0.12,47007,1,1.19,-0.12,45034
1,839.94,7,13.28,171,929,1,1.32,-0.1,20120,1,1.28,-0.09,16468
1,1029.76,8,12.27,183,832,1,1.13,-0.09,19862,1,1.12,-0.1,18058
1,1052.94,7,10.5,192,790,1,1.26,-0.1,15591,1,1.33,-0.1,17736
1,869.75,0,13.47,220,813,1,1.33,-0.08,18646,1,1.41,-0.08,19756
1,826.48,0,11.06,224,837,1,1.1,-0.08,20613,1,1.14,-0.1,19008
1,1071.81,0,12.13,207,879,1,1.11,-0.09,22205,1,1.37,-0.08,17334
1,1004.37,0,14.3,231,853,1,1.31,-0.07,60574,1,1.13,-0.07,50585
1,900.54,0,11.52,181,828,1,1.25,-0.08,55910,1,1.16,-0.09,55066
1,897.67,0,12.3,206,806,1,1.42,-0.01,35944,1,1.36,-0.01,31382
1,901.07,0,10.93,199,920,1,1.19,-0.01,30969,1,1.29,-0.01,31763
1,879.84,0,11.26,227,1012,1,1.25,-0.02,2139,1,1.34,-0.02,1978
1,846.84,0,12.87,234,894,1,1.08,-0.02,2089,1,1.09,-0.02,2042
1,897.43,0,12.39,205,987,1,1.09,-0.02,2059,1,1.14,-0.02,2171
1,837.59,0,12.55,203,952,1,1.18,-0.02,1750,1,1.18,-0.02,2109
1,925.77,0,13.42,186,917,1,1.06,-0.03,17192,1,1.35,-0.03,19250
1,926.64,0,14.0,216,857,1,1.15,-0.03,19316,1,1.16,-0.03,15698
1,861.18,0,14.23,232,1019,1,1.07,-0.05,28745,1,1.09,-0.04,34289
1,1015.61,-8,14.53,241,810,1,1.34,-0.04,26996,1,1.04,-0.04,28853
1,1040.62,-7,14.48,196,804,1,1.01,-0.04,5275,1,1.22,-0.04,5353
1,914.43,0,12.18,207,856,1,1.18,-0.05,5478,1,1.15,-0.04,6098
1,867.51,0,11.3,220,1028,1,1.3,-0.04,16050,1,1.11,-0.04,18421
1,850.46,-7,15.06,238,797,1,1.32,-0.05,19467,1,1.05,-0.03,18529
1,991.22,0,11.78,238,864,1,1.05,-0.04,25119,1,1.12,-0.04,21265
1,1023.8,0,13.0,182,804,1,1.26,-0.04,26303,1,1.31,-0.04,25308
1,932.79,0,11.73,219,772,1,1.27,-0.04,11581,1,1.1,-0.05,14008
