rd_present,rd_distance_mm,rd_velocity_cm_s,rd_angle_deg,rd_x_mm,rd_y_mm,c4001_present,c4001_distance_m,c4001_velocity_m_s,c4001_energy,c4001_raw_targets,c4001_raw_distance_m,c4001_raw_velocity_m_s,c4001_raw_energy
1,1443.77,0,11.55,285,1513,1,1.72,0.08,18177,1,2.19,0.07,22004
1,1901.87,0,9.34,245,1457,1,2.14,0.08,18120,1,2.09,0.09,23147
1,1567.3,0,10.08,239,1709,1,1.78,0.08,20409,1,2.18,0.09,19468
1,1636.73,0,8.19,280,1913,1,1.91,0.09,17193,1,2.29,0.09,19987
1,1500.66,0,9.77,325,1599,1,2.19,0.08,21389,1,2.31,0.09,22045
1,1871.2,-8,11.93,315,1492,1,1.4,0.24,33307,1,1.74,0.22,34037
1,1777.26,0,12.07,299,1619,1,1.6,0.25,36637,1,1.79,0.24,32491
1,1802.37,-8,10.24,271,1727,1,1.34,0.21,36509,1,1.77,0.24,35218
1,1413.18,-9,8.73,243,1754,1,1.45,0.22,29183,1,1.51,0.22,32067
1,1662.96,-7,10.59,294,1735,1,1.62,0.2,30228,1,1.4,0.2,36527
1,1722.25,-8,10.11,242,1375,1,1.66,0.21,34372,1,1.44,0.22,28962
1,1808.86,25,9.05,226,1789,1,1.59,0.12,27330,1,1.46,0.1,22980
1,1678.81,0,7.48,217,1435,1,1.53,0.12,28583,1,1.49,0.1,26818
1,1571.57,0,8.88,253,1450,1,1.42,0.06,15513,1,1.64,0.07,14096
1,1798.75,-7,5.98,222,1711,1,1.43,0.07,16956,1,1.36,0.06,13320
1,1800.11,-7,6.35,171,1802,1,1.72,0.07,16538,1,1.78,0.07,14067
1,1533.69,0,6.37,188,1731,1,1.68,0.08,17308,1,1.59,0.08,13278
1,1547.17,0,6.15,163,1618,1,1.46,0.04,39384,1,1.71,0.04,35374
1,1656.6,0,6.89,145,1571,1,1.67,0.04,31635,1,1.69,0.04,30398
1,1570.8,0,6.34,165,1679,1,1.7,0.04,38814,1,1.49,0.03,34901
1,1722.38,0,5.79,156,1457,1,1.47,0.04,37127,1,1.81,0.04,41003
1,1498.07,0,5.71,171,1436,1,1.43,0.03,25277,1,1.35,0.03,28226
1,1775.49,0,6.46,151,1540,1,1.54,0.03,26835,1,1.79,0.03,31228
1,1385.02,0,6.21,174,1604,1,1.67,0.02,29141,1,1.66,0.02,29881
1,1595.88,0,5.46,154,1351,1,1.59,0.02,30384,1,1.5,0.02,23576
1,1462.02,0,6.06,159,1417,1,1.66,0.02,27646,1,1.55,0.02,22477
1,1522.8,0,6.17,159,1697,1,1.34,0.02,28194,1,1.77,0.02,27700
1,1565.45,0,6.04,161,1494,1,1.78,0.02,22447,1,1.4,0.02,27907
1,1596.98,0,5.98,156,1502,1,1.7,0.02,27173,1,1.49,0.02,22730
1,1682.38,0,5.05,148,1587,1,1.63,0.02,25983,1,1.73,0.02,30391
1,1472.57,7,6.42,171,1490,1,1.63,0.02,26251,1,1.78,0.02,25265
1,1621.14,8,6.57,174,1730,1,1.62,0.02,32973,1,1.35,0.02,30665
1,1363.14,8,6.34,154,1596,1,1.58,0.02,28289,1,1.36,0.02,25598
1,1534.48,8,5.4,135,1479,1,1.56,0.02,32820,1,1.7,0.02,28887
1,1353.32,6,6.46,145,1673,1,1.73,0.02,33131,1,1.35,0.02,27308
1,1751.29,8,6.38,180,1319,1,1.44,0.02,31950,1,1.66,0.02,32120
1,1447.25,7,6.6,156,1541,1,1.45,0.02,27603,1,1.54,0.02,26239
1,1558.43,16,6.99,166,1512,1,1.51,0.12,24858,1,1.54,0.11,23215
1,1440.16,15,7.02,178,1605,1,1.58,0.12,24090,1,1.41,0.12,19124
1,1695.67,0,6.2,169,1357,1,1.46,0.12,19956,1,1.6,0.12,18751
1,1715.28,0,6.08,173,1398,1,1.59,0.13,23392,1,1.54,0.12,19796
1,1410.16,-8,6.24,198,1399,1,1.47,0.11,18779,1,1.43,0.13,19213
1,1495.93,26,5.91,175,1719,1,1.72,0.12,21954,1,1.51,0.13,19037
1,1748.58,23,6.76,185,1720,1,1.53,0.1,22826,1,1.49,0.13,19812
1,1356.16,-16,6.46,194,1307,1,1.67,0.13,19050,1,1.69,0.11,21068
1,1388.65,-18,6.38,169,1566,1,1.65,0.1,20508,1,1.78,0.13,20673
1,1509.86,22,7.36,202,1612,1,1.55,0.1,19192,1,1.7,0.12,21859
1,1651.72,20,6.02,168,1322,1,1.53,0.1,25017,1,1.77,0.13,20209
1,1717.28,0,7.33,209,1668,1,1.71,0.12,22070,1,1.34,0.11,19836
1,1320.22,15,6.56,180,1631,1,1.44,0.01,6902,1,1.68,0.01,7908
1,1393.64,17,8.45,213,1515,1,1.63,0.01,7693,1,1.7,0.01,7210
1,1588.59,16,7.19,212,1446,1,1.71,0.09,12137,1,1.45,0.11,13527
1,1615.26,13,7.83,219,1704,1,1.7,0.1,13744,1,1.77,0.09,15418
1,1695.6,41,8.22,189,1565,1,1.48,0.16,22694,1,1.83,0.2,24214
1,1541.33,44,6.88,240,1387,1,1.6,0.19,24844,1,1.66,0.2,26392
1,1448.41,52,8.29,209,1354,1,1.41,0.17,27195,1,1.8,0.21,28239
1,1590.52,0,7.28,223,1514,1,1.52,0.2,22848,1,1.68,0.21,22393
1,1402.08,0,7.83,201,1563,1,1.57,0.3,6225,1,1.87,0.23,6951
1,1719.8,49,8.24,240,1651,1,1.56,0.23,7391,1,1.67,0.27,7012
1,1728.03,42,6.63,203,1558,1,1.84,0.26,7912,1,1.84,0.25,7157
1,1386.33,36,7.38,215,1409,1,1.49,0.25,6294,1,1.62,0.25,7011
1,1743.86,36,7.94,211,1722,1,2.33,0.29,678,1,2.32,0.29,663
1,1522.9,44,7.98,217,1617,1,2.2,0.35,667,1,2.04,0.33,689
1,1423.42,31,9.02,222,1645,1,2.61,0.38,1293,1,2.11,0.38,1301
1,1374.46,32,8.99,224,1751,1,2.19,0.44,1413,1,2.48,0.41,1559
1,1704.34,0,9.53,259,1573,1,2.82,0.38,592,1,2.87,0.37,601
1,1762.74,0,10.11,328,1689,1,2.47,0.25,6697,1,2.57,0.25,7153
1,1404.0,8,12.18,320,1351,1,2.66,0.29,5957,1,2.06,0.23,6163
1,1540.22,6,14.69,376,1757,1,2.32,0.26,6124,1,2.79,0.23,7303
1,1742.38,17,12.2,403,1607,1,2.32,0.26,6112,1,2.44,0.22,6659
1,1585.67,14,15.12,330,1692,1,2.5,0.17,2884,1,2.39,0.2,2624
1,1467.46,7,12.36,445,1436,1,2.46,0.18,2655,1,2.26,0.18,2631
1,1586.73,7,11.88,441,1699,1,2.49,0.22,2711,1,2.42,0.19,3020
1,1883.77,0,12.2,374,1719,1,2.55,0.2,2559,1,2.58,0.19,2830
1,1651.77,0,14.09,459,1454,1,2.33,0.2,2835,1,2.55,0.17,2338
1,1774.72,7,2.16,75,1825,1,2.04,0.02,2351,1,2.33,0.02,2264
1,1773.67,0,2.5,101,1748,1,1.89,0.02,2360,1,1.83,0.02,1918
1,1786.18,0,2.68,101,2147,1,2.25,0.02,14492,1,2.22,0.02,12570
1,1869.38,0,3.0,110,1666,1,2.25,0.02,12000,1,1.78,0.02,14540
1,2063.72,0,3.03,106,2053,1,2.26,0.01,22802,1,1.91,0.01,21439
1,2003.03,0,3.53,122,1826,1,2.19,0.01,20932,1,1.91,0.01,23675
1,1727.34,0,3.64,104,2040,1,2.12,0.01,16443,1,1.84,0.01,16197
1,1963.73,0,3.28,112,1806,1,2.13,0.01,14839,1,2.29,0.01,15912
1,2012.92,7,3.41,107,1734,1,1.76,0.01,11186,1,1.95,0.01,12284
1,2069.98,7,3.15,97,1704,1,2.15,0.01,11410,1,1.8,0.01,10276
1,2111.4,0,3.0,106,1771,1,1.95,0.01,20766,1,2.18,0.01,21985
1,1778.64,0,3.21,109,2033,1,2.14,0.01,22096,1,2.16,0.01,17152
1,1653.52,0,2.95,106,1962,1,2.23,0.01,8533,1,2.04,0.01,10222
1,1696.27,0,3.96,135,1981,1,1.93,0.01,9395,1,1.87,0.01,10177
1,1788.77,0,3.91,121,1969,1,2.09,0.01,6231,1,2.15,0.01,7578
1,2134.74,0,4.12,136,1978,1,2.29,0.01,8219,1,1.82,0.01,7401
1,1782.77,0,3.67,115,2090,1,2.16,0.01,17079,1,2.09,0.01,14597
1,1950.25,8,3.92,132,2078,1,2.02,0.01,16385,1,1.74,0.01,13816
1,1889.89,7,3.67,147,1638,1,2.15,0.01,21563,1,1.86,0.01,20385
1,2119.86,7,4.5,123,2036,1,1.99,0.01,20748,1,1.9,0.01,19127
1,1859.52,6,4.33,155,2103,1,2.14,0.04,34499,1,1.77,0.04,38420
1,1689.26,22,3.9,148,1909,1,1.79,0.03,33826,1,1.87,0.03,44670
1,1840.86,14,3.99,129,2171,1,1.98,0.07,46535,1,2.29,0.05,49376
1,1699.02,18,4.11,124,1646,1,1.88,0.07,62750,1,1.8,0.05,46765
1,1658.22,0,4.12,135,1651,1,2.05,0.07,54286,1,1.98,0.06,56240
1,1832.71,0,3.64,105,1919,1,1.99,0.05,46803,1,2.3,0.05,61169
1,2165.86,-17,3.27,114,1912,1,1.78,0.07,49936,1,1.97,0.06,61550
1,1744.6,-15,4.05,125,1808,1,2.12,0.07,56460,1,1.95,0.06,56576
1,1710.16,0,3.63,121,1992,1,1.95,0.06,62032,1,2.32,0.05,62206
1,1869.21,0,3.34,122,1996,1,2.08,0.06,61219,1,2.11,0.06,57286
1,1966.49,0,3.61,117,1803,1,1.86,0.05,52458,1,1.91,0.06,47245
1,1741.99,0,3.92,139,1992,1,2.25,0.06,62530,1,2.3,0.07,48660
1,1983.49,0,3.74,128,2147,1,1.88,0.06,47444,1,1.94,0.07,53194
1,2087.69,14,3.86,124,1970,1,2.27,0.07,47755,1,2.01,0.06,60126
1,1873.83,17,4.21,116,1954,1,1.81,0.07,54903,1,2.24,0.05,54298
1,1985.36,17,4.22,119,1769,1,2.29,0.05,48622,1,2.15,0.06,60591
1,2198.29,18,4.59,141,1885,1,2.31,0.05,55369,1,1.93,0.07,48751
1,2137.32,18,2.51,86,2306,1,2.64,0.27,8177,1,2.46,0.24,6626
1,2168.0,17,2.27,78,1953,1,2.5,0.28,7996,1,2.77,0.28,6161
1,2403.96,15,2.37,75,2280,1,2.37,0.13,4769,1,2.7,0.14,4752
1,2041.19,15,2.39,72,2344,1,2.51,0.12,4111,1,2.19,0.14,3553
1,2160.08,6,1.48,71,2148,1,2.13,0.07,1698,1,2.64,0.08,1787
1,2088.35,8,1.88,61,1887,1,2.17,0.08,1505,1,2.01,0.07,1485
1,2025.32,8,1.61,63,2450,1,2.29,0.08,1465,1,2.26,0.08,1489
1,2490.31,7,1.85,66,2276,1,2.6,0.09,1586,1,2.47,0.09,1654
1,2379.58,7,1.84,72,2364,1,2.34,0.08,2351,1,2.11,0.09,2250
1,2125.67,16,2.12,72,1700,1,2.29,0.04,14873,1,2.2,0.04,14615
1,2233.08,8,2.34,85,1816,1,2.23,0.04,14019,1,2.13,0.04,15564
1,1720.03,7,1.96,82,2089,1,2.19,0.07,53098,1,2.14,0.06,51245
1,1965.97,22,2.14,86,1954,1,1.92,0.07,61549,1,2.34,0.07,48795
1,2123.24,-17,2.31,86,1921,1,1.94,0.09,28645,1,2.32,0.1,26663
1,1973.16,-15,2.09,87,1995,1,1.89,0.1,32824,1,1.89,0.09,28634
1,2193.08,-14,2.48,77,2097,1,1.91,0.17,7787,1,2.2,0.14,8926
1,1719.88,-17,2.6,75,1998,1,2.16,0.13,9096,1,2.02,0.13,8750
1,1966.28,48,2.04,68,1802,1,2.13,0.16,7992,1,1.91,0.13,9242
1,1897.93,42,2.05,86,2062,1,2.22,0.15,8910,1,1.79,0.16,9797
1,1715.03,-7,2.16,72,1809,1,2.07,0.15,8230,1,2.17,0.14,8679
1,1704.87,0,1.97,82,1883,1,2.38,0.13,8661,1,2.3,0.14,9631
1,1974.4,0,2.01,91,2205,1,2.19,0.14,7309,1,1.89,0.13,9690
1,2241.09,34,2.22,73,2274,1,2.25,0.16,9764,1,2.02,0.16,9531
1,2172.12,36,2.61,82,1947,1,1.89,0.15,7292,1,2.06,0.15,7603
1,1833.21,43,2.9,93,1722,1,2.23,0.14,7579,1,1.8,0.13,9581
1,1873.25,44,2.31,79,1729,1,1.94,0.17,8602,1,1.83,0.14,9076
1,2139.0,59,2.62,83,1787,1,2.35,0.15,7837,1,2.35,0.15,9509
1,1803.23,57,2.66,107,2078,1,1.92,0.13,8804,1,1.9,0.16,8871
1,2189.38,60,2.64,104,1712,1,1.93,0.16,9154,1,2.09,0.14,7758
1,1948.97,54,3.04,113,2059,1,1.83,0.14,8188,1,1.88,0.14,8444
1,2377.22,22,3.18,114,2039,1,2.33,0.24,5906,1,2.18,0.23,4690
1,1949.77,17,2.95,105,1971,1,2.71,0.22,4880,1,2.43,0.22,4481
1,2135.99,18,2.92,98,2354,1,2.6,0.18,3758,1,2.16,0.16,3257
1,2099.3,22,2.98,129,1828,1,2.51,0.16,3511,1,2.59,0.19,4079
1,2088.56,14,3.27,111,2073,1,2.46,0.18,2540,1,2.69,0.21,2020
1,2102.49,18,3.28,114,1929,1,2.52,0.21,2209,1,2.43,0.17,2067
1,1877.01,7,2.59,115,2317,1,2.85,0.17,3340,1,2.48,0.16,2889
1,2307.34,9,2.97,90,2195,1,2.8,0.15,2706,1,2.44,0.16,3076
1,1903.33,0,2.21,111,1979,1,2.44,0.13,2457,1,2.21,0.14,2804
1,2534.18,0,2.42,101,2013,1,2.79,0.13,2745,1,2.85,0.14,2428
1,2326.94,0,2.2,96,2273,1,2.52,0.1,1567,1,2.69,0.1,1841
1,2101.4,0,2.35,88,2212,1,2.61,0.1,1976,1,2.36,0.12,1819
1,2353.37,0,1.89,97,1978,1,2.41,0.09,764,1,2.9,0.08,637
1,2190.54,-17,3.78,113,2487,1,1.76,0.01,22379,1,2.13,0.01,22154
1,1941.44,0,3.76,163,2304,1,2.18,0.01,18921,1,2.2,0.01,19877
1,2323.31,0,3.86,133,2246,1,2.2,0.01,21116,1,2.3,0.01,19422
1,1904.96,14,4.46,137,2108,1,2.07,0.01,21641,1,2.27,0.01,21789
1,2000.43,14,3.89,143,1969,1,2.22,0.01,17697,1,1.81,0.01,19893
1,1883.64,8,4.34,172,2385,1,2.22,0.01,17937,1,1.78,0.01,17615
1,2160.25,7,4.43,183,1904,1,2.14,0.01,20841,1,2.3,0.01,18053
1,2413.35,8,4.94,177,2200,1,2.31,0.01,19415,1,1.76,0.01,20168
1,1962.76,-33,4.26,139,2400,1,2.33,0.01,22111,1,2.19,0.01,23272
1,1819.62,-37,3.93,166,1988,1,1.81,0.01,18785,1,2.07,0.01,21693
1,2109.98,-35,3.83,134,2207,1,2.04,0.01,21278,1,2.04,0.01,20575
1,2375.0,-35,4.55,144,2408,1,1.9,0.01,22825,1,1.76,0.01,21724
1,1874.9,-26,4.46,154,1895,1,2.06,0.01,22532,1,2.05,0.01,23343
1,2134.42,-23,3.77,158,2396,1,2.33,0.01,20945,1,2.21,0.01,21314
1,1878.28,0,2.42,83,2210,1,1.97,0.01,11580,1,2.14,0.01,12885
1,1825.78,0,2.38,79,2235,1,1.78,0.01,11613,1,2.14,0.01,12120
1,1903.14,0,2.71,86,2166,1,1.95,0.01,14064,1,1.84,0.01,12250
1,1879.66,0,2.6,81,2135,1,2.04,0.01,13963,1,2.16,0.01,13063
1,1999.14,0,2.24,74,1919,1,1.98,0.01,7105,1,2.03,0.01,7103
1,1753.17,0,1.9,68,1730,1,2.2,0.01,7158,1,1.99,0.01,7806
1,1867.35,0,1.72,60,2225,1,1.92,0.01,5333,1,1.85,0.01,6105
1,1890.84,0,2.08,60,1662,1,2.3,0.01,5480,1,2.19,0.01,6571
1,2154.35,0,1.79,66,1975,1,2.29,0.01,7510,1,1.89,0.01,7160
1,2106.51,0,2.05,76,1715,1,1.89,0.01,7579,1,1.86,0.01,7610
1,1675.89,0,1.94,80,1794,1,2.15,0.01,6935,1,1.81,0.01,6865
1,1693.1,8,2.2,70,1791,1,1.99,0.01,7812,1,2.18,0.01,8006
1,2046.23,6,1.9,66,1942,1,1.84,0.05,7836,1,1.87,0.05,7656
1,2010.09,15,2.14,66,1725,1,1.96,0.05,5958,1,1.92,0.04,6389
1,1858.27,15,2.27,82,1977,1,2.32,0.08,1822,1,2.15,0.08,2285
1,1738.7,27,2.18,69,1842,1,2.17,0.07,1833,1,2.32,0.09,2004
1,1711.13,-17,2.21,63,1964,1,1.91,0.09,1764,1,1.75,0.07,2164
1,1687.09,-17,2.12,69,1647,1,2.19,0.09,1863,1,2.03,0.08,2070
1,1707.45,7,1.65,59,1897,1,1.9,0.09,1935,1,2.3,0.07,2101
1,2285.28,36,1.31,56,1703,1,2.76,0.5,12867,1,2.43,0.46,13323
1,2161.13,35,1.32,48,2012,1,2.7,0.44,15739,1,2.24,0.5,16105
1,2088.35,42,1.36,57,1933,1,2.53,0.4,24546,1,2.69,0.33,28108
1,2311.03,23,1.37,58,2104,1,2.27,0.39,27775,1,2.83,0.37,28026
1,2293.2,21,1.28,53,1880,1,2.32,0.27,12042,1,2.62,0.34,9590
1,2333.62,7,1.48,43,2071,1,2.71,0.32,10558,1,2.64,0.34,12153
1,1860.47,6,1.16,45,1838,1,2.17,0.26,875,1,2.16,0.2,931
1,2152.45,7,1.46,45,2378,1,2.83,0.24,926,1,2.22,0.24,1072
1,2035.05,6,1.48,43,2391,1,2.89,0.17,6844,1,2.38,0.18,6979
1,2184.54,7,1.13,55,2042,1,2.26,0.17,7000,1,2.39,0.23,7373
1,2460.85,7,1.25,40,1911,1,2.46,0.17,2472,1,2.9,0.14,2593
1,2373.6,7,1.21,35,1861,1,2.23,0.14,2469,1,2.25,0.16,2985
1,1919.66,0,1.15,44,2390,1,2.78,0.12,4800,1,2.44,0.14,4488
1,2098.09,0,0.91,33,2163,1,2.21,0.15,3873,1,2.74,0.15,4680
1,2436.1,7,0.81,34,1958,1,2.44,0.12,4151,1,2.45,0.14,4352
1,1896.16,7,0.77,35,2361,1,2.8,0.14,4199,1,2.41,0.13,4519
1,2526.51,0,0.9,32,1991,1,2.75,0.11,459,1,2.79,0.11,479
1,2337.39,0,1.26,46,2327,1,2.31,0.12,521,1,2.24,0.12,503
1,2503.34,0,1.11,39,1929,1,2.76,0.09,485,1,2.92,0.11,535
1,2140.39,0,1.07,43,2346,1,2.71,0.12,549,1,2.43,0.1,551
1,2217.26,0,1.2,42,2517,1,2.85,0.11,491,1,2.4,0.1,526
1,1769.71,0,2.64,95,1830,1,2.06,0.02,31603,1,1.98,0.02,33689
1,2273.6,7,2.84,87,2063,1,1.75,0.02,37624,1,1.98,0.02,30984
1,1744.4,0,2.93,93,1750,1,2.0,0.02,42273,1,1.84,0.02,43282
1,1865.48,0,2.48,111,1867,1,1.88,0.02,42127,1,1.94,0.02,50889
1,1972.2,0,3.32,107,1713,1,2.1,0.02,24321,1,2.03,0.02,24290
1,1887.59,0,2.62,112,2189,1,1.71,0.02,22827,1,1.92,0.02,19941
1,1743.55,0,3.38,105,2187,1,2.14,0.02,17444,1,1.87,0.02,16490
1,1824.09,0,2.92,95,1991,1,2.01,0.02,15225,1,2.22,0.02,18362
1,2027.93,0,3.09,97,1836,1,1.96,0.02,13424,1,2.22,0.02,14555
1,2237.71,0,3.16,116,1922,1,2.09,0.02,14501,1,1.9,0.02,13112
1,2072.62,0,2.77,116,1821,1,2.24,0.02,9460,1,1.92,0.02,9914
1,1841.53,9,3.6,94,2076,1,1.8,0.02,8210,1,1.87,0.02,9684
1,2259.11,8,3.52,107,1934,1,1.74,0.02,5535,1,2.12,0.02,5571
1,1873.19,0,3.2,104,1775,1,2.25,0.02,5557,1,2.15,0.02,4795
1,2226.31,0,3.71,125,1742,1,2.16,0.02,6762,1,1.81,0.02,5927
1,1921.43,0,3.91,103,1704,1,2.29,0.02,6011,1,2.3,0.02,6484
1,2161.75,0,3.52,108,2088,1,1.98,0.02,10455,1,1.83,0.02,10744
1,1903.27,0,3.6,127,1743,1,1.8,0.02,12808,1,2.02,0.02,13429
1,1868.42,0,3.57,130,1874,1,2.29,0.02,10190,1,1.81,0.02,10444
1,2013.55,9,3.03,98,2192,1,2.0,0.02,9657,1,1.92,0.02,11009
1,2177.05,0,3.5,129,1925,1,1.74,0.04,13149,1,1.82,0.05,11923
1,2031.66,0,3.21,128,2256,1,1.78,0.05,13961,1,1.78,0.06,13269
1,1902.99,7,3.02,121,2126,1,1.81,0.08,17451,1,2.07,0.06,19146
1,1835.08,7,3.81,125,1828,1,1.77,0.06,17061,1,2.26,0.07,17808
1,1794.46,7,2.91,112,1982,1,1.92,0.07,16719,1,2.13,0.08,16054
1,1796.31,8,3.3,113,2164,1,1.91,0.07,17071,1,1.96,0.06,18330
1,2036.28,7,3.58,119,2053,1,1.93,0.06,19044,1,2.31,0.07,18134
1,1693.21,-7,3.56,96,1910,1,1.85,0.06,16972,1,2.11,0.07,16204
1,1701.13,-8,3.65,107,1969,1,2.2,0.06,16711,1,1.79,0.07,17014
1,1894.73,7,3.04,105,2145,1,2.06,0.06,16842,1,2.35,0.06,16263
1,1859.52,8,3.17,108,2242,1,1.8,0.06,15187,1,1.84,0.08,18613
1,2069.47,7,3.54,97,2241,1,1.9,0.08,15088,1,2.19,0.06,15506
1,1838.48,7,3.22,98,1910,1,2.1,0.07,15251,1,1.87,0.07,14430
1,2225.92,14,2.83,107,1879,1,2.08,0.06,16789,1,2.17,0.06,17469
1,2231.76,18,2.66,93,1952,1,1.84,0.07,18360,1,2.15,0.06,19133
1,1766.48,33,2.35,92,2112,1,1.99,0.07,16986,1,1.84,0.07,14352
1,2048.82,44,2.7,82,2015,1,2.09,0.08,16608,1,1.99,0.08,18778
1,2022.08,38,2.55,87,2235,1,2.41,0.26,28600,1,2.16,0.27,30515
1,1775.82,28,2.44,92,1953,1,2.53,0.26,23559,1,2.73,0.24,28162
1,1786.15,31,3.02,103,1992,1,2.75,0.3,10772,1,2.58,0.23,10421
1,1810.79,25,2.5,104,2293,1,2.53,0.26,10956,1,2.16,0.27,11258
1,2331.74,7,2.87,93,2337,1,2.52,0.28,11693,1,2.33,0.23,11285
1,2036.13,7,3.09,92,2339,1,2.82,0.25,9840,1,2.75,0.23,10373
1,2343.8,0,2.78,98,1994,1,2.38,0.13,88,1,2.31,0.12,94
1,2077.38,0,3.06,91,2175,1,1.89,0.11,85,1,2.33,0.11,94
1,2032.61,0,2.44,93,2296,1,2.03,0.1,103,1,2.24,0.14,86
1,2308.06,0,2.7,110,1900,1,2.18,0.14,92,1,2.49,0.11,102
1,2081.12,0,2.34,96,2216,1,2.21,0.11,5066,1,2.46,0.12,5856
1,2362.65,-7,3.07,113,2290,1,2.19,0.11,5838,1,1.97,0.1,5195
1,2338.01,-7,2.67,92,2249,1,2.38,0.04,315,1,2.1,0.04,281
1,1887.51,0,3.09,88,1866,1,2.09,0.04,254,1,1.88,0.04,305
1,2166.53,0,2.48,116,2245,1,1.95,0.04,6642,1,2.05,0.05,5900
1,2410.21,0,3.09,90,1869,1,1.89,0.05,6760,1,1.86,0.05,6241
1,2002.68,0,-19.09,-634,2263,1,2.08,0.01,8471,1,1.93,0.01,8118
1,2225.62,0,-16.58,-698,1989,1,2.03,0.01,8953,1,2.19,0.01,8289
1,2384.64,0,-15.59,-540,2120,1,2.5,0.03,496,1,2.22,0.03,495
1,2333.92,0,-17.53,-618,2266,1,2.42,0.03,640,1,2.51,0.03,522
1,2319.89,0,-18.62,-556,1969,1,2.48,0.02,4313,1,2.18,0.02,3703
1,2244.43,0,-17.24,-628,1849,1,2.06,0.02,4340,1,2.27,0.02,4025
1,2448.81,0,-14.46,-660,1777,1,2.4,0.02,8244,1,2.46,0.02,9380
1,2133.89,0,-18.51,-660,2096,1,2.4,0.02,10696,1,2.05,0.02,8788
1,2122.25,0,-15.57,-698,2116,1,2.18,0.02,3652,1,2.02,0.02,4090
1,2179.39,0,-14.56,-669,1890,1,2.34,0.02,4540,1,2.41,0.02,3484
1,2254.12,0,-18.38,-695,1762,1,2.28,0.02,13381,1,2.27,0.02,13107
1,2363.36,0,-17.98,-717,1962,1,1.91,0.02,12292,1,2.31,0.02,10611
1,2460.89,0,-16.94,-615,2264,1,2.04,0.02,11724,1,2.24,0.02,9929
1,2315.53,0,-18.8,-631,1974,1,2.41,0.02,11619,1,2.05,0.02,12638
1,1876.59,0,-17.14,-666,1842,1,2.01,0.02,7546,1,2.22,0.02,7458
1,2112.99,0,-17.04,-637,2257,1,2.13,0.02,8251,1,1.91,0.02,7461
1,2224.0,0,-15.2,-665,2055,1,2.31,0.02,7252,1,2.26,0.02,7170
1,2275.92,0,-14.37,-666,1790,1,1.94,0.02,7139,1,2.15,0.02,7582
1,2038.76,7,-18.69,-550,2066,1,1.97,0.02,1824,1,2.38,0.02,2141
1,2101.14,6,-14.74,-597,2055,1,1.99,0.02,2176,1,2.13,0.02,2182
1,1986.38,7,-17.03,-530,2103,1,2.24,0.03,3528,1,2.22,0.03,3514
1,2261.95,8,-16.01,-643,2011,1,2.49,0.03,3757,1,2.15,0.03,4012
1,1880.59,14,-16.62,-618,1818,1,1.91,0.03,3804,1,2.07,0.03,3931
1,2440.06,15,-17.59,-596,1942,1,2.19,0.03,4094,1,2.48,0.03,4431
1,1849.54,17,-15.37,-658,1938,1,2.52,0.05,22067,1,2.22,0.05,27655
1,2269.59,38,-16.27,-548,2057,1,2.58,0.06,23963,1,2.42,0.07,28067
1,1927.56,33,-15.51,-600,2229,1,2.2,0.06,26750,1,2.19,0.05,22891
1,1877.89,0,-17.38,-650,2279,1,2.31,0.07,26046,1,2.03,0.05,21046
1,2291.0,0,-18.91,-610,1847,1,2.41,0.07,23372,1,2.44,0.05,27542
1,2386.08,0,-15.51,-669,2291,1,2.24,0.07,21969,1,2.58,0.05,23797
1,2062.58,16,-17.21,-636,2329,1,2.15,0.06,23548,1,2.29,0.06,26948
1,1870.46,17,-16.78,-532,1787,1,2.23,0.06,28207,1,2.45,0.06,23634
1,2241.66,33,-15.34,-530,2071,1,2.5,0.06,26430,1,2.25,0.06,21915
1,2373.53,33,-15.03,-659,2334,1,2.46,0.06,24792,1,1.93,0.07,27074
1,2062.23,32,-15.77,-542,2250,1,2.06,0.06,24133,1,2.01,0.06,21493
1,1884.2,32,-18.46,-676,2099,1,2.54,0.05,25021,1,2.54,0.06,22317
1,1960.88,22,-18.95,-549,2086,1,2.25,0.06,26096,1,2.56,0.07,25348
1,2390.82,20,-14.23,-686,1927,1,2.43,0.06,26037,1,2.1,0.06,21834
1,2326.24,73,-17.73,-594,2010,1,2.3,0.06,26479,1,2.47,0.07,26802
1,1847.43,7,-18.34,-635,1734,1,1.93,0.04,10889,1,2.47,0.04,11584
1,1950.06,8,-19.82,-568,2136,1,2.37,0.04,10814,1,2.0,0.04,10131
1,1896.24,0,-17.83,-749,1990,1,2.23,0.05,12124,1,2.16,0.04,12122
1,1904.06,0,-17.23,-756,1764,1,2.42,0.05,12568,1,2.39,0.05,11392
1,2392.01,20,-17.53,-639,1804,1,2.17,0.04,12755,1,1.93,0.04,10465
1,2232.15,0,-16.53,-675,2155,1,2.46,0.04,12438,1,2.12,0.04,11577
1,2305.62,0,-19.32,-759,2123,1,2.52,0.04,11640,1,2.34,0.04,12831
1,2000.94,8,-16.06,-602,1808,1,1.96,0.04,12297,1,2.15,0.04,12295
1,2343.67,7,-20.73,-578,2199,1,2.5,0.04,11218,1,2.34,0.04,12876
1,2401.36,-27,-16.92,-654,1924,1,2.47,0.04,11364,1,2.43,0.03,9814
1,2175.44,-26,-20.53,-570,1764,1,2.43,0.05,10493,1,2.0,0.04,12782
